amplitude,frequency
-105.4,3414500000
-105.1,3415500000
-105.4,3416500000
-105.5,3417500000
-105.9,3418500000
-106.0,3419500000
-106.0,3420500000
-105.6,3421500000
-106.0,3422500000
-106.0,3423500000
-105.6,3424500000
-105.7,3425500000
-105.7,3426500000
-105.5,3427500000
-105.5,3428500000
-105.4,3429500000
-106.1,3430500000
-106.1,3431500000
-105.9,3432500000
-105.9,3433500000
-105.8,3434500000
-105.8,3435500000
-105.9,3436500000
-105.9,3437500000
-105.5,3438500000
-105.5,3439500000
-105.2,3440500000
-105.7,3441500000
-105.7,3442500000
-105.6,3443500000
-105.0,3444500000
-105.5,3445500000
-105.5,3446500000
-105.5,3447500000
-105.5,3448500000
-105.5,3449500000
-105.5,3450500000
-105.5,3451500000
-106.2,3452500000
-106.2,3453500000
-105.7,3454500000
-105.6,3455500000
-105.6,3456500000
-105.6,3457500000
-105.3,3458500000
-105.1,3459500000
-105.1,3460500000
-105.5,3461500000
-105.5,3462500000
-106.1,3463500000
-106.1,3464500000
-105.5,3465500000
-105.4,3466500000
-105.4,3467500000
-105.9,3468500000
-105.9,3469500000
-105.5,3470500000
-105.5,3471500000
-105.6,3472500000
-105.6,3473500000
-105.3,3474500000
-105.3,3475500000
-105.3,3476500000
-106.0,3477500000
-106.0,3478500000
-105.7,3479500000
-106.0,3480500000
-106.0,3481500000
-105.5,3482500000
-105.5,3483500000
-105.5,3484500000
-105.3,3485500000
-105.4,3486500000
-105.4,3487500000
-105.9,3488500000
-105.9,3489500000
-105.4,3490500000
-105.9,3491500000
-106.0,3492500000
-106.0,3493500000
-105.5,3494500000
-105.8,3495500000
-105.9,3496500000
-105.9,3497500000
-105.8,3498500000
-105.8,3499500000
-105.7,3500500000
-105.7,3501500000
-103.3,3502500000
-102.8,3503500000
-103.4,3504500000
-103.4,3505500000
-103.4,3506500000
-103.4,3507500000
-102.9,3508500000
-103.3,3509500000
-103.3,3510500000
-103.2,3511500000
-103.2,3512500000
-103.2,3513500000
-103.2,3514500000
-102.6,3515500000
-103.4,3516500000
-103.4,3517500000
-102.8,3518500000
-102.9,3519500000
-102.9,3520500000
-103.2,3521500000
-103.2,3266500000
-103.3,3267500000
-103.3,3268500000
-103.1,3269500000
-103.2,3270500000
-103.2,3271500000
-102.8,3272500000
-102.7,3273500000
-103.2,3274500000
-103.2,3275500000
-103.3,3276500000
-103.3,3277500000
-102.9,3278500000
-102.9,3279500000
-102.9,3280500000
-103.0,3281500000
-103.0,3282500000
-102.9,3283500000
-102.7,3284500000
-102.4,3285500000
-102.9,3286500000
-102.9,3287500000
-102.9,3288500000
-103.0,3289500000
-103.2,3290500000
-103.2,3291500000
-103.2,3292500000
-103.2,3293500000
-102.2,3294500000
-103.3,3295500000
-103.3,3296500000
-103.3,3297500000
-103.2,3298500000
-103.1,3299500000
-102.8,3300500000
-102.8,3301500000
-102.8,3302500000
-102.8,3303500000
-103.1,3304500000
-103.1,3305500000
-103.3,3306500000
-103.3,3307500000
-103.1,3308500000
-103.3,3309500000
-103.3,3310500000
-102.7,3311500000
-102.7,3312500000
-103.1,3313500000
-103.1,3314500000
-103.1,3315500000
-103.2,3316500000
-103.2,3317500000
-103.0,3318500000
-103.3,3319500000
-103.3,3320500000
-103.3,3321500000
-102.8,3322500000
-102.8,3323500000
-102.7,3324500000
-103.0,3325500000
-103.0,3326500000
-102.7,3327500000
-102.6,3328500000
-102.8,3329500000
-102.8,3330500000
-103.0,3331500000
-103.0,3332500000
-102.7,3333500000
-103.5,3334500000
-103.5,3335500000
-103.3,3336500000
-103.3,3337500000
-103.3,3338500000
-103.3,3339500000
-103.3,3340500000
-102.8,3341500000
-102.8,3342500000
-102.9,3343500000
-103.3,3344500000
-103.9,3345500000
-103.9,3346500000
-103.1,3347500000
-103.0,3348500000
-103.2,3349500000
-103.2,3350500000
-103.0,3351500000
-103.0,3352500000
-103.0,3353500000
-102.7,3354500000
-103.3,3355500000
-103.4,3356500000
-103.4,3357500000
-103.3,3358500000
-103.0,3359500000
-102.8,3360500000
-102.8,3361500000
-103.2,3362500000
-103.2,3363500000
-103.6,3364500000
-103.6,3365500000
-103.2,3366500000
-103.4,3367500000
-103.4,3368500000
-102.9,3369500000
-102.9,3370500000
-103.1,3371500000
-103.1,3372500000
-103.4,3373500000
-103.5,3374500000
-103.5,3375500000
-102.6,3376500000
-103.7,3377500000
-103.7,3378500000
-103.1,3379500000
-103.3,3380500000
-103.3,3381500000
-103.0,3382500000
-102.5,3383500000
-103.2,3384500000
-103.2,3385500000
-102.7,3386500000
-103.1,3387500000
-103.1,3388500000
-102.9,3389500000
-102.6,3390500000
-102.6,3391500000
-103.2,3392500000
-103.4,3393500000
-103.6,3394500000
-103.6,3395500000
-103.3,3396500000
-103.4,3397500000
-103.4,3398500000
-103.1,3399500000
-103.1,3400500000
-103.4,3401500000
-103.4,3658500000
-103.4,3659500000
-103.3,3660500000
-102.9,3661500000
-102.9,3662500000
-102.8,3663500000
-102.8,3664500000
-103.0,3665500000
-103.1,3666500000
-103.1,3667500000
-102.7,3668500000
-102.6,3669500000
-103.1,3670500000
-103.1,3671500000
-103.0,3672500000
-103.1,3673500000
-103.1,3674500000
-103.0,3675500000
-102.4,3676500000
-103.3,3677500000
-103.3,3678500000
-103.0,3679500000
-102.6,3680500000
-102.7,3681500000
-103.7,3682500000
-103.7,3683500000
-103.4,3684500000
-103.4,3685500000
-103.4,3686500000
-103.1,3687500000
-103.1,3688500000
-103.4,3689500000
-103.4,3690500000
-103.0,3691500000
-103.5,3692500000
-103.5,3693500000
-103.0,3694500000
-103.2,3695500000
-103.7,3696500000
-103.7,3697500000
-103.4,3698500000
-103.4,3699500000
-103.3,3700500000
-103.2,3701500000
-103.2,3702500000
-103.6,3703500000
-103.6,3704500000
-102.9,3705500000
-102.9,3706500000
-102.8,3707500000
-103.2,3708500000
-103.2,3709500000
-102.9,3710500000
-103.6,3711500000
-103.6,3712500000
-103.5,3713500000
-103.5,3714500000
-103.5,3715500000
-103.5,3716500000
-103.5,3717500000
-103.6,3718500000
-103.6,3719500000
-103.6,3720500000
-103.6,3721500000
-103.2,3722500000
-103.3,3723500000
-103.3,3724500000
-103.0,3725500000
-103.2,3726500000
-103.2,3727500000
-102.7,3728500000
-103.9,3729500000
-103.9,3730500000
-103.1,3731500000
-103.3,3732500000
-103.3,3733500000
-103.3,3734500000
-103.6,3735500000
-103.7,3736500000
-103.9,3737500000
-103.9,3738500000
-103.5,3739500000
-103.4,3740500000
-103.5,3741500000
-103.7,3742500000
-103.7,3743500000
-103.6,3744500000
-103.1,3745500000
-103.3,3746500000
-103.3,3747500000
-103.7,3748500000
-103.7,3749500000
-103.5,3750500000
-103.0,3751500000
-103.5,3752500000
-103.5,3753500000
-103.2,3754500000
-103.2,3755500000
-103.2,3756500000
-103.2,3757500000
-103.7,3758500000
-103.7,3759500000
-103.9,3760500000
-103.9,3761500000
-103.8,3762500000
-103.8,3763500000
-103.6,3764500000
-103.6,3765500000
-103.5,3766500000
-103.5,3767500000
-103.2,3768500000
-103.5,3769500000
-103.5,3770500000
-103.7,3771500000
-103.7,3772500000
-103.7,3773500000
-103.5,3774500000
-103.5,3775500000
-103.5,3776500000
-103.4,3265500000
-103.4,3266500000
-103.5,3267500000
-103.5,3268500000
-103.5,3269500000
-103.5,3270500000
-103.3,3271500000
-103.6,3272500000
-103.9,3273500000
-103.9,3274500000
-103.4,3275500000
-103.4,3276500000
-103.4,3277500000
-103.1,3278500000
-102.6,3279500000
-103.3,3280500000
-103.3,3281500000
-103.4,3282500000
-103.8,3283500000
-103.8,3284500000
-103.5,3285500000
-103.5,3286500000
-103.4,3287500000
-103.5,3288500000
-103.5,3289500000
-103.1,3290500000
-103.1,3291500000
-103.1,3292500000
-103.1,3293500000
-103.7,3294500000
-103.7,3295500000
-103.1,3296500000
-103.4,3297500000
-103.4,3298500000
-103.5,3299500000
-103.5,3300500000
-103.3,3301500000
-103.4,3302500000
-103.4,3303500000
-102.7,3304500000
-103.0,3305500000
-103.4,3306500000
-103.4,3307500000
-102.6,3308500000
-102.7,3309500000
-103.6,3310500000
-103.6,3311500000
-103.1,3312500000
-103.1,3313500000
-103.1,3314500000
-103.1,3315500000
-103.3,3316500000
-103.3,3317500000
-103.3,3318500000
-103.3,3319500000
-103.6,3320500000
-103.6,3321500000
-103.4,3322500000
-103.5,3323500000
-103.5,3324500000
-103.3,3325500000
-103.3,3326500000
-103.4,3327500000
-103.4,3328500000
-103.4,3329500000
-103.4,3330500000
-103.4,3331500000
-103.3,3332500000
-103.7,3333500000
-103.7,3334500000
-103.2,3335500000
-103.2,3336500000
-102.8,3337500000
-102.8,3338500000
-103.3,3339500000
-103.3,3340500000
-103.2,3341500000
-103.2,3342500000
-103.2,3343500000
-103.1,3344500000
-103.3,3345500000
-103.3,3346500000
-103.1,3347500000
-103.4,3348500000
-103.7,3349500000
-103.7,3350500000
-103.3,3351500000
-103.2,3352500000
-103.2,3353500000
-103.5,3354500000
-103.9,3355500000
-103.9,3356500000
-102.9,3357500000
-102.8,3358500000
-102.9,3359500000
-103.0,3360500000
-103.3,3361500000
-103.5,3362500000
-103.5,3363500000
-103.3,3364500000
-103.4,3365500000
-103.4,3366500000
-103.3,3367500000
-103.1,3368500000
-103.1,3369500000
-103.3,3370500000
-103.3,3371500000
-103.4,3372500000
-103.4,3373500000
-103.4,3374500000
-103.4,3375500000
-102.7,3376500000
-103.0,3377500000
-103.0,3378500000
-102.7,3379500000
-103.5,3387000000
-103.5,3388000000
-103.4,3389000000
-103.3,3390000000
-103.3,3391000000
-103.1,3392000000
-103.5,3393000000
-103.5,3394000000
-102.9,3395000000
-102.6,3396000000
-103.3,3397000000
-103.4,3398000000
-103.4,3399000000
-106.1,3400000000
-106.1,3401000000
-105.4,3402000000
-106.2,3404000000
-106.2,3405000000
-106.1,3406000000
-106.1,3407000000
-105.6,3408000000
-106.3,3409000000
-106.3,3410000000
-105.2,3411000000
-105.2,3412000000
-105.2,3413000000
-105.7,3414000000
-105.7,3415000000
-105.2,3416000000
-105.7,3417000000
-105.7,3418000000
-105.7,3419000000
-105.7,3420000000
-105.7,3421000000
-105.5,3422000000
-105.5,3423000000
-105.7,3424000000
-105.7,3425000000
-105.6,3426000000
-105.7,3427000000
-105.7,3428000000
-105.7,3429000000
-105.5,3430000000
-105.5,3431000000
-105.7,3432000000
-105.7,3433000000
-105.3,3434000000
-105.7,3435000000
-105.7,3436000000
-105.3,3437000000
-105.4,3438000000
-105.4,3439000000
-105.0,3440000000
-105.7,3441000000
-105.9,3442000000
-105.9,3443000000
-105.1,3444000000
-105.8,3445000000
-105.8,3446000000
-106.0,3447000000
-106.0,3448000000
-105.4,3449000000
-105.4,3450000000
-105.4,3451000000
-105.2,3452000000
-105.1,3453000000
-105.1,3454000000
-105.4,3455000000
-105.4,3456000000
-106.0,3457000000
-106.0,3458000000
-105.3,3459000000
-105.3,3460000000
-105.9,3461000000
-106.1,3462000000
-106.1,3463000000
-104.9,3464000000
-105.9,3465000000
-105.9,3466000000
-105.7,3467000000
-105.6,3468000000
-105.4,3469000000
-105.4,3470000000
-105.8,3471000000
-105.8,3472000000
-105.2,3473000000
-105.9,3474000000
-105.9,3475000000
-105.6,3476000000
-105.7,3477000000
-105.8,3478000000
-105.8,3479000000
-105.7,3480000000
-105.3,3481000000
-105.6,3482000000
-105.8,3483000000
-105.8,3484000000
-105.8,3485000000
-106.1,3486000000
-106.1,3487000000
-106.0,3488000000
-106.0,3489000000
-106.2,3490000000
-106.2,3491000000
-105.8,3492000000
-105.5,3493000000
-106.1,3494000000
-106.1,3495000000
-105.8,3496000000
-105.8,3497000000
-106.1,3498000000
-106.2,3499000000
-106.2,3500000000
-105.6,3501000000
-103.0,3502000000
-103.0,3503000000
-103.0,3504000000
-102.9,3505000000
-103.0,3506000000
-103.0,3507000000
-102.9,3508000000
-103.1,3509000000
-103.1,3510000000
-103.0,3511000000
-103.0,3512000000
-102.9,3513000000
-102.7,3514000000
-102.7,3515000000
-103.4,3516000000
-103.4,3517000000
-103.4,3518000000
-103.3,3519000000
-103.1,3520000000
-103.1,3521000000
-103.2,3522000000
-103.2,3267000000
-103.0,3268000000
-102.6,3269000000
-102.4,3270000000
-102.9,3271000000
-103.2,3272000000
-103.4,3273000000
-103.4,3274000000
-103.3,3275000000
-102.7,3276000000
-103.2,3277000000
-103.2,3278000000
-103.0,3279000000
-102.8,3280000000
-103.1,3281000000
-103.1,3282000000
-102.9,3283000000
-102.7,3284000000
-102.7,3285000000
-102.7,3286000000
-102.5,3287000000
-103.4,3288000000
-103.4,3289000000
-103.0,3290000000
-103.0,3291000000
-103.0,3292000000
-102.8,3293000000
-102.9,3294000000
-103.4,3295000000
-103.4,3296000000
-103.1,3297000000
-103.1,3298000000
-103.1,3299000000
-103.2,3300000000
-103.2,3301000000
-103.1,3302000000
-103.1,3303000000
-103.1,3304000000
-103.1,3305000000
-102.7,3306000000
-103.2,3307000000
-103.2,3308000000
-102.7,3309000000
-103.2,3310000000
-103.2,3311000000
-102.8,3312000000
-103.0,3313000000
-103.0,3314000000
-102.9,3315000000
-102.9,3316000000
-102.5,3317000000
-103.0,3318000000
-103.3,3319000000
-103.3,3320000000
-102.6,3321000000
-103.3,3322000000
-103.3,3323000000
-103.2,3324000000
-103.2,3325000000
-102.6,3326000000
-102.9,3327000000
-102.9,3328000000
-102.7,3329000000
-102.9,3330000000
-102.9,3331000000
-102.9,3332000000
-102.7,3333000000
-103.1,3334000000
-103.1,3335000000
-103.1,3336000000
-103.2,3337000000
-103.2,3338000000
-103.2,3339000000
-103.2,3340000000
-103.3,3341000000
-103.3,3342000000
-103.2,3343000000
-103.2,3344000000
-103.2,3345000000
-103.2,3346000000
-103.2,3347000000
-103.2,3348000000
-102.7,3349000000
-102.9,3350000000
-102.9,3351000000
-103.7,3352000000
-103.7,3353000000
-103.3,3354000000
-103.2,3355000000
-103.2,3356000000
-103.2,3357000000
-103.3,3358000000
-103.5,3359000000
-103.5,3360000000
-103.3,3361000000
-103.3,3362000000
-103.1,3363000000
-103.2,3364000000
-103.7,3365000000
-103.7,3366000000
-103.6,3367000000
-103.6,3368000000
-103.5,3369000000
-103.5,3370000000
-103.0,3371000000
-103.2,3372000000
-103.2,3373000000
-103.3,3374000000
-103.3,3375000000
-103.4,3376000000
-103.4,3377000000
-103.2,3378000000
-103.3,3379000000
-103.3,3380000000
-103.1,3381000000
-103.1,3382000000
-103.3,3383000000
-103.4,3384000000
-103.4,3385000000
-103.4,3386000000
-103.4,3387000000
-102.9,3388000000
-103.3,3389000000
-103.3,3390000000
-103.6,3391000000
-103.6,3392000000
-103.3,3393000000
-103.3,3394000000
-102.9,3395000000
-103.7,3396000000
-103.7,3397000000
-103.3,3398000000
-103.2,3399000000
-103.0,3400000000
-103.3,3401000000
-103.3,3402000000
-103.2,3659000000
-103.1,3660000000
-103.7,3661000000
-103.7,3662000000
-103.1,3663000000
-102.8,3664000000
-103.7,3665000000
-103.7,3666000000
-103.7,3667000000
-103.0,3668000000
-103.0,3669000000
-103.3,3670000000
-103.3,3671000000
-103.4,3672000000
-103.8,3673000000
-103.8,3674000000
-103.1,3675000000
-103.2,3676000000
-103.6,3677000000
-103.6,3678000000
-103.2,3679000000
-103.2,3680000000
-103.6,3681000000
-103.6,3682000000
-103.0,3683000000
-103.2,3684000000
-103.2,3685000000
-103.1,3686000000
-103.1,3687000000
-103.1,3688000000
-103.1,3689000000
-103.0,3690000000
-103.0,3691000000
-103.3,3692000000
-103.3,3693000000
-103.2,3694000000
-103.2,3695000000
-102.7,3696000000
-103.0,3697000000
-103.2,3698000000
-103.3,3699000000
-103.3,3700000000
-102.7,3701000000
-102.8,3702000000
-102.9,3703000000
-103.4,3704000000
-103.7,3705000000
-104.0,3706000000
-104.0,3707000000
-103.6,3708000000
-103.8,3709000000
-103.8,3710000000
-103.7,3711000000
-103.7,3712000000
-103.9,3713000000
-103.9,3714000000
-103.4,3715000000
-103.3,3716000000
-103.3,3717000000
-103.5,3718000000
-103.5,3719000000
-103.4,3720000000
-103.6,3721000000
-103.6,3722000000
-103.6,3723000000
-103.6,3724000000
-103.3,3725000000
-103.6,3726000000
-103.6,3727000000
-103.1,3728000000
-102.5,3729000000
-102.6,3730000000
-102.6,3731000000
-102.5,3732000000
-103.5,3733000000
-103.5,3734000000
-103.1,3735000000
-103.5,3736000000
-103.5,3737000000
-103.3,3738000000
-103.6,3739000000
-103.8,3740000000
-103.8,3741000000
-103.4,3742000000
-103.2,3743000000
-103.4,3744000000
-103.8,3745000000
-103.8,3746000000
-103.6,3747000000
-103.4,3748000000
-103.4,3749000000
-103.3,3750000000
-103.3,3751000000
-103.4,3752000000
-103.4,3753000000
-103.5,3754000000
-103.5,3755000000
-102.7,3756000000
-103.6,3757000000
-103.6,3758000000
-103.3,3759000000
-103.4,3760000000
-103.5,3761000000
-103.5,3762000000
-103.3,3763000000
-103.3,3764000000
-102.8,3765000000
-102.8,3766000000
-103.2,3767000000
-103.2,3768000000
-102.6,3769000000
-103.4,3770000000
-103.4,3771000000
-103.5,3772000000
-103.9,3773000000
-103.9,3774000000
