amplitude,frequency
-103.6,3378000000
-103.6,3379000000
-103.1,3380000000
-102.7,3381000000
-103.2,3382000000
-103.6,3383000000
-103.6,3384000000
-103.1,3385000000
-103.1,3386000000
-103.6,3387000000
-103.6,3388000000
-103.6,3389000000
-103.1,3390000000
-103.6,3391000000
-103.6,3392000000
-103.5,3393000000
-103.5,3394000000
-102.9,3395000000
-102.9,3396000000
-103.2,3397000000
-103.2,3398000000
-102.9,3399000000
-102.7,3400000000
-103.0,3401000000
-103.0,3658000000
-103.0,3659000000
-103.0,3660000000
-102.9,3661000000
-103.1,3662000000
-103.1,3663000000
-103.1,3664000000
-103.4,3665000000
-103.4,3666000000
-103.1,3667000000
-103.1,3668000000
-103.3,3669000000
-103.4,3670000000
-103.7,3671000000
-103.7,3672000000
-103.1,3673000000
-103.1,3674000000
-103.7,3675000000
-103.7,3676000000
-102.3,3677000000
-103.0,3678000000
-103.0,3679000000
-103.4,3680000000
-103.4,3681000000
-103.1,3682000000
-103.1,3683000000
-103.4,3684000000
-103.4,3685000000
-103.3,3686000000
-103.1,3687000000
-103.0,3688000000
-103.1,3689000000
-103.1,3690000000
-103.7,3691000000
-103.7,3692000000
-103.4,3693000000
-103.1,3694000000
-103.8,3695000000
-103.8,3696000000
-103.7,3697000000
-103.7,3698000000
-102.8,3699000000
-102.9,3700000000
-103.2,3701000000
-103.6,3702000000
-103.6,3703000000
-103.5,3704000000
-103.5,3705000000
-102.7,3706000000
-102.8,3707000000
-102.8,3708000000
-103.2,3709000000
-103.3,3710000000
-103.4,3711000000
-103.6,3712000000
-103.6,3713000000
-103.9,3714000000
-103.9,3715000000
-103.3,3716000000
-103.8,3717000000
-103.8,3718000000
-103.9,3719000000
-103.9,3720000000
-103.9,3721000000
-103.9,3722000000
-103.5,3723000000
-103.5,3724000000
-103.6,3725000000
-103.8,3726000000
-103.8,3727000000
-104.0,3728000000
-104.0,3729000000
-103.8,3730000000
-103.8,3731000000
-103.4,3732000000
-103.4,3733000000
-103.4,3734000000
-103.4,3735000000
-103.5,3736000000
-103.5,3737000000
-103.3,3738000000
-103.3,3739000000
-103.2,3740000000
-103.8,3741000000
-103.8,3742000000
-103.3,3743000000
-103.1,3744000000
-103.1,3745000000
-103.1,3746000000
-103.3,3747000000
-103.3,3748000000
-103.3,3749000000
-103.3,3750000000
-103.3,3751000000
-103.4,3752000000
-103.4,3753000000
-103.4,3754000000
-103.4,3755000000
-103.5,3756000000
-103.5,3757000000
-103.3,3758000000
-103.4,3759000000
-103.5,3760000000
-103.5,3761000000
-103.5,3762000000
-104.0,3763000000
-104.0,3764000000
-103.4,3765000000
-103.2,3766000000
-103.6,3767000000
-103.6,3768000000
-103.3,3769000000
-102.8,3770000000
-103.2,3771000000
-103.7,3772000000
-103.7,3773000000
-103.5,3774000000
-103.4,3775000000
-103.2,3776000000
-103.2,3265000000
-103.7,3266000000
-103.7,3267000000
-103.6,3268000000
-103.9,3269000000
-103.9,3270000000
-103.1,3271000000
-103.0,3272000000
-103.7,3273000000
-103.7,3274000000
-103.0,3275000000
-103.5,3276000000
-103.5,3277000000
-103.4,3278000000
-103.4,3279000000
-103.3,3280000000
-103.6,3281000000
-103.6,3282000000
-103.3,3283000000
-103.1,3284000000
-103.6,3285000000
-103.6,3286000000
-103.3,3287000000
-103.3,3288000000
-103.3,3289000000
-103.3,3290000000
-103.1,3291000000
-102.9,3292000000
-102.9,3293000000
-103.2,3294000000
-103.2,3295000000
-103.3,3296000000
-103.3,3297000000
-103.0,3298000000
-103.3,3299000000
-103.3,3300000000
-102.8,3301000000
-103.2,3302000000
-103.2,3303000000
-102.5,3304000000
-103.3,3305000000
-103.3,3306000000
-103.2,3307000000
-103.2,3308000000
-103.2,3309000000
-102.9,3310000000
-103.6,3311000000
-103.6,3312000000
-103.6,3313000000
-103.6,3314000000
-103.5,3315000000
-103.2,3316000000
-103.4,3317000000
-103.4,3318000000
-103.4,3319000000
-102.9,3320000000
-102.9,3321000000
-103.0,3322000000
-103.2,3323000000
-103.2,3324000000
-103.4,3325000000
-103.4,3326000000
-103.3,3327000000
-103.7,3328000000
-103.7,3329000000
-103.4,3330000000
-103.4,3331000000
-103.6,3332000000
-103.6,3333000000
-103.4,3334000000
-103.0,3335000000
-103.5,3336000000
-103.5,3337000000
-103.2,3338000000
-103.2,3339000000
-103.5,3340000000
-103.5,3341000000
-103.0,3342000000
-103.1,3343000000
-103.1,3344000000
-102.9,3345000000
-102.3,3346000000
-103.1,3347000000
-103.1,3348000000
-103.1,3349000000
-103.7,3350000000
-103.7,3351000000
-103.3,3352000000
-103.3,3353000000
-103.2,3354000000
-103.1,3355000000
-103.5,3356000000
-103.5,3357000000
-103.7,3358000000
-103.7,3359000000
-103.2,3360000000
-102.8,3361000000
-103.2,3362000000
-103.2,3363000000
-103.2,3364000000
-103.7,3365000000
-103.7,3366000000
-103.3,3367000000
-103.4,3368000000
-103.4,3369000000
-103.8,3370000000
-103.8,3371000000
-103.5,3372000000
-103.2,3373000000
-103.7,3374000000
-103.7,3375000000
-103.6,3376000000
-103.6,3377000000
-103.2,3378000000
-103.3,3379000000
-103.3,3380000000
-103.1,3386500000
-103.1,3387500000
-103.6,3388500000
-103.6,3389500000
-102.9,3390500000
-103.6,3391500000
-103.6,3392500000
-103.0,3393500000
-103.2,3394500000
-103.4,3395500000
-103.4,3396500000
-103.5,3397500000
-103.5,3398500000
-103.2,3399500000
-105.1,3400500000
-106.1,3401500000
-106.1,3403500000
-105.4,3404500000
-106.0,3405500000
-106.0,3406500000
-105.7,3407500000
-105.7,3408500000
-105.5,3409500000
-105.5,3410500000
-105.7,3411500000
-105.7,3412500000
-105.7,3413500000
-106.1,3414500000
-106.1,3415500000
-105.8,3416500000
-105.8,3417500000
-105.2,3418500000
-105.7,3419500000
-105.7,3420500000
-105.9,3421500000
-105.9,3422500000
-105.3,3423500000
-105.3,3424500000
-105.1,3425500000
-105.5,3426500000
-105.5,3427500000
-105.5,3428500000
-105.5,3429500000
-105.7,3430500000
-105.7,3431500000
-105.6,3432500000
-105.2,3433500000
-104.9,3434500000
-105.0,3435500000
-105.7,3436500000
-105.7,3437500000
-105.4,3438500000
-105.2,3439500000
-105.4,3440500000
-106.2,3441500000
-106.2,3442500000
-105.9,3443500000
-105.9,3444500000
-105.8,3445500000
-105.8,3446500000
-104.8,3447500000
-105.6,3448500000
-105.6,3449500000
-105.5,3450500000
-105.5,3451500000
-105.7,3452500000
-105.7,3453500000
-105.5,3454500000
-105.5,3455500000
-105.9,3456500000
-105.9,3457500000
-105.4,3458500000
-105.8,3459500000
-105.8,3460500000
-105.7,3461500000
-105.7,3462500000
-106.0,3463500000
-106.0,3464500000
-105.8,3465500000
-105.8,3466500000
-105.4,3467500000
-105.6,3468500000
-105.6,3469500000
-105.6,3470500000
-106.1,3471500000
-106.1,3472500000
-105.7,3473500000
-106.1,3474500000
-106.1,3475500000
-106.0,3476500000
-106.0,3477500000
-106.0,3478500000
-105.8,3479500000
-105.8,3480500000
-105.9,3481500000
-106.0,3482500000
-106.0,3483500000
-105.8,3484500000
-105.8,3485500000
-105.3,3486500000
-105.3,3487500000
-105.2,3488500000
-105.3,3489500000
-105.4,3490500000
-105.4,3491500000
-105.8,3492500000
-105.8,3493500000
-105.5,3494500000
-104.8,3495500000
-105.4,3496500000
-105.4,3497500000
-105.8,3498500000
-105.8,3499500000
-105.3,3500500000
-105.0,3501500000
-103.2,3502500000
-102.7,3503500000
-103.6,3504500000
-103.6,3505500000
-103.4,3506500000
-102.9,3507500000
-103.0,3508500000
-103.1,3509500000
-103.1,3510500000
-103.1,3511500000
-102.9,3512500000
-102.9,3513500000
-102.9,3514500000
-102.9,3515500000
-103.2,3516500000
-103.2,3517500000
-102.8,3518500000
-102.8,3519500000
-102.8,3520500000
-102.8,3521500000
-102.3,3266500000
-102.8,3267500000
-103.1,3268500000
-103.1,3269500000
-102.6,3270500000
-103.0,3271500000
-103.3,3272500000
-103.3,3273500000
-103.3,3274500000
-103.3,3275500000
-103.1,3276500000
-103.4,3277500000
-103.4,3278500000
-103.0,3279500000
-103.7,3280500000
-103.7,3281500000
-103.0,3282500000
-103.2,3283500000
-103.2,3284500000
-102.9,3285500000
-103.3,3286500000
-103.3,3287500000
-102.6,3288500000
-103.1,3289500000
-103.2,3290500000
-103.2,3291500000
-102.8,3292500000
-103.2,3293500000
-103.3,3294500000
-103.3,3295500000
-103.2,3296500000
-103.2,3297500000
-102.8,3298500000
-103.4,3299500000
-103.4,3300500000
-103.3,3301500000
-103.3,3302500000
-102.5,3303500000
-102.5,3304500000
-102.5,3305500000
-102.8,3306500000
-102.8,3307500000
-103.1,3308500000
-103.6,3309500000
-103.6,3310500000
-103.2,3311500000
-103.2,3312500000
-102.8,3313500000
-102.5,3314500000
-102.9,3315500000
-103.0,3316500000
-103.0,3317500000
-103.5,3318500000
-103.5,3319500000
-102.9,3320500000
-102.8,3321500000
-103.1,3322500000
-103.1,3323500000
-103.0,3324500000
-103.0,3325500000
-103.6,3326500000
-103.6,3327500000
-103.3,3328500000
-102.7,3329500000
-103.0,3330500000
-103.0,3331500000
-103.0,3332500000
-103.0,3333500000
-102.7,3334500000
-103.3,3335500000
-103.3,3336500000
-103.3,3337500000
-103.3,3338500000
-103.3,3339500000
-103.4,3340500000
-103.4,3341500000
-103.3,3342500000
-103.3,3343500000
-103.2,3344500000
-103.3,3345500000
-103.3,3346500000
-102.4,3347500000
-103.1,3348500000
-103.2,3349500000
-103.2,3350500000
-103.2,3351500000
-103.5,3352500000
-103.5,3353500000
-103.4,3354500000
-103.0,3355500000
-103.0,3356500000
-103.0,3357500000
-103.1,3358500000
-103.1,3359500000
-103.6,3360500000
-103.6,3361500000
-103.3,3362500000
-103.3,3363500000
-103.3,3364500000
-103.3,3365500000
-103.0,3366500000
-103.0,3367500000
-103.2,3368500000
-103.2,3369500000
-102.8,3370500000
-103.1,3371500000
-103.1,3372500000
-103.1,3373500000
-103.6,3374500000
-103.6,3375500000
-102.9,3376500000
-103.0,3377500000
-103.0,3378500000
-103.5,3379500000
-103.5,3380500000
-102.9,3381500000
-103.1,3382500000
-103.1,3383500000
-103.3,3384500000
-103.6,3385500000
-103.6,3386500000
-103.3,3387500000
-103.3,3388500000
-103.5,3389500000
-103.5,3390500000
-103.3,3391500000
-103.2,3392500000
-103.2,3393500000
-103.3,3394500000
-103.3,3395500000
-103.4,3396500000
-103.4,3397500000
-103.4,3398500000
-103.6,3399500000
-103.6,3400500000
-103.2,3401500000
-103.2,3658500000
-103.4,3659500000
-103.9,3660500000
-103.9,3661500000
-103.1,3662500000
-103.1,3663500000
-103.4,3664500000
-103.4,3665500000
-103.4,3666500000
-103.0,3667500000
-103.5,3668500000
-103.5,3669500000
-103.4,3670500000
-103.8,3671500000
-103.8,3672500000
-103.7,3673500000
-103.1,3674500000
-103.3,3675500000
-103.5,3676500000
-103.5,3677500000
-103.3,3678500000
-103.2,3679500000
-103.7,3680500000
-103.7,3681500000
-103.1,3682500000
-103.0,3683500000
-103.1,3684500000
-103.1,3685500000
-103.1,3686500000
-103.7,3687500000
-103.7,3688500000
-103.4,3689500000
-103.4,3690500000
-103.1,3691500000
-103.4,3692500000
-103.4,3693500000
-103.0,3694500000
-103.0,3695500000
-103.0,3696500000
-103.0,3697500000
-102.8,3698500000
-103.2,3699500000
-103.3,3700500000
-103.3,3701500000
-103.7,3702500000
-103.7,3703500000
-103.3,3704500000
-103.7,3705500000
-103.7,3706500000
-103.1,3707500000
-103.1,3708500000
-103.2,3709500000
-103.3,3710500000
-103.3,3711500000
-103.7,3712500000
-103.7,3713500000
-103.6,3714500000
-103.3,3715500000
-103.2,3716500000
-103.0,3717500000
-103.6,3718500000
-103.6,3719500000
-103.8,3720500000
-103.8,3721500000
-103.9,3722500000
-103.9,3723500000
-103.4,3724500000
-103.3,3725500000
-103.0,3726500000
-103.0,3727500000
-102.9,3728500000
-103.5,3729500000
-103.5,3730500000
-104.0,3731500000
-104.0,3732500000
-103.3,3733500000
-102.9,3734500000
-103.5,3735500000
-103.5,3736500000
-103.9,3737500000
-103.9,3738500000
-103.3,3739500000
-103.3,3740500000
-103.1,3741500000
-103.6,3742500000
-103.6,3743500000
-104.0,3744500000
-104.0,3745500000
-103.4,3746500000
-103.2,3747500000
-103.1,3748500000
-103.4,3749500000
-103.4,3750500000
-103.4,3751500000
-103.5,3752500000
-103.7,3753500000
-103.7,3754500000
-103.6,3755500000
-103.6,3756500000
-102.6,3757500000
-103.4,3758500000
-103.4,3759500000
-103.4,3760500000
-103.4,3761500000
-103.3,3762500000
-103.4,3763500000
-103.4,3764500000
-103.4,3765500000
-103.5,3766500000
-103.5,3767500000
-103.9,3768500000
-103.9,3769500000
-103.0,3770500000
-103.0,3771500000
-102.6,3772500000
-103.0,3773500000
-103.2,3774500000
-103.3,3775500000
-103.4,3776500000
-103.4,3265500000
-104.1,3266500000
-104.1,3267500000
-103.7,3268500000
-103.7,3269500000
-103.6,3270500000
-103.2,3271500000
-103.7,3272500000
-103.7,3273500000
-103.4,3274500000
-103.3,3275500000
-103.3,3276500000
-103.1,3277500000
-103.1,3278500000
-103.8,3279500000
-103.8,3280500000
-103.5,3281500000
-103.6,3282500000
-103.6,3283500000
-102.8,3284500000
-103.4,3285500000
-103.4,3286500000
-103.6,3287500000
-103.6,3288500000
-103.6,3289500000
-103.4,3290500000
-103.4,3291500000
-103.1,3292500000
-103.3,3293500000
-103.3,3294500000
-103.3,3295500000
-103.3,3296500000
-103.6,3297500000
-103.6,3298500000
-103.1,3299500000
-103.1,3300500000
-103.0,3301500000
-103.0,3302500000
-102.9,3303500000
-103.5,3304500000
-103.5,3305500000
-103.2,3306500000
-103.4,3307500000
-103.4,3308500000
-103.1,3309500000
-103.1,3310500000
-103.1,3311500000
-103.3,3312500000
-103.3,3313500000
-103.3,3314500000
-103.3,3315500000
-103.3,3316500000
-103.3,3317500000
-103.2,3318500000
-103.5,3319500000
-103.5,3320500000
-103.0,3321500000
-103.6,3322500000
-103.6,3323500000
-103.0,3324500000
-103.1,3325500000
-103.2,3326500000
-103.3,3327500000
-103.3,3328500000
-103.4,3329500000
-103.4,3330500000
-102.8,3331500000
-103.7,3332500000
-103.7,3333500000
-103.6,3334500000
-103.0,3335500000
-103.4,3336500000
-103.4,3337500000
-103.6,3338500000
-103.6,3339500000
-103.1,3340500000
-103.0,3341500000
-103.6,3342500000
-103.6,3343500000
-103.4,3344500000
-103.4,3345500000
-103.0,3346500000
-103.1,3347500000
-103.1,3348500000
-102.9,3349500000
-102.6,3350500000
-103.2,3351500000
-103.2,3352500000
-103.2,3353500000
-103.2,3354500000
-103.2,3355500000
-103.5,3356500000
-103.5,3357500000
-103.0,3358500000
-102.7,3359500000
-103.7,3360500000
-103.7,3361500000
-103.2,3362500000
-103.2,3363500000
-103.2,3364500000
-103.1,3365500000
-103.2,3366500000
-103.3,3367500000
-103.3,3368500000
-103.5,3369500000
-103.5,3370500000
-103.4,3371500000
-102.8,3372500000
-102.8,3373500000
-102.8,3374500000
-103.1,3375500000
-103.2,3376500000
-103.2,3377500000
-102.9,3378500000
-102.9,3379500000
-103.3,3387000000
-103.8,3388000000
-103.8,3389000000
-102.9,3390000000
-102.9,3391000000
-102.9,3392000000
-102.9,3393000000
-103.8,3394000000
-103.8,3395000000
-103.2,3396000000
-103.7,3397000000
-103.7,3398000000
-103.6,3399000000
-105.2,3400000000
-105.2,3401000000
-105.5,3402000000
-105.9,3404000000
-105.9,3405000000
-106.1,3406000000
-106.1,3407000000
-105.5,3408000000
-106.2,3409000000
-106.2,3410000000
-105.7,3411000000
-105.7,3412000000
-105.6,3413000000
-105.4,3414000000
-105.4,3415000000
-105.9,3416000000
-105.9,3417000000
-105.7,3418000000
-105.5,3419000000
-105.5,3420000000
-105.4,3421000000
-105.6,3422000000
-105.8,3423000000
-105.8,3424000000
-105.8,3425000000
-105.8,3426000000
-105.4,3427000000
-105.4,3428000000
-105.9,3429000000
-105.9,3430000000
-105.8,3431000000
-105.7,3432000000
-105.4,3433000000
-105.8,3434000000
-105.8,3435000000
-105.4,3436000000
-105.6,3437000000
-105.7,3438000000
-105.7,3439000000
-106.1,3440000000
-106.1,3441000000
-105.7,3442000000
-106.2,3443000000
-106.2,3444000000
-105.9,3445000000
-105.6,3446000000
-105.7,3447000000
-105.7,3448000000
-105.5,3449000000
-105.5,3450000000
-105.5,3451000000
-105.5,3452000000
-105.2,3453000000
-105.1,3454000000
-106.0,3455000000
-106.0,3456000000
-105.8,3457000000
-105.8,3458000000
-105.5,3459000000
-105.5,3460000000
-105.3,3461000000
-105.3,3462000000
-105.3,3463000000
-106.2,3464000000
-106.2,3465000000
-105.2,3466000000
-105.3,3467000000
-105.9,3468000000
-105.9,3469000000
-105.4,3470000000
-105.4,3471000000
-105.4,3472000000
-105.6,3473000000
-105.6,3474000000
-105.8,3475000000
-105.8,3476000000
-105.7,3477000000
-105.5,3478000000
-105.7,3479000000
-105.7,3480000000
-105.6,3481000000
-105.6,3482000000
-105.4,3483000000
-105.8,3484000000
-105.8,3485000000
-105.5,3486000000
-105.5,3487000000
-106.1,3488000000
-106.1,3489000000
-105.7,3490000000
-105.4,3491000000
-105.4,3492000000
-105.3,3493000000
-105.4,3494000000
-105.5,3495000000
-105.5,3496000000
-105.8,3497000000
-105.9,3498000000
-105.9,3499000000
-105.7,3500000000
-105.7,3501000000
-103.1,3502000000
-102.4,3503000000
-102.8,3504000000
-102.8,3505000000
-103.0,3506000000
-103.0,3507000000
-102.8,3508000000
-103.0,3509000000
-103.0,3510000000
-102.8,3511000000
-103.3,3512000000
-103.3,3513000000
-103.3,3514000000
-103.0,3515000000
-103.1,3516000000
-103.1,3517000000
-103.3,3518000000
-103.3,3519000000
-103.2,3520000000
-103.2,3521000000
-103.5,3522000000
-103.5,3267000000
-103.0,3268000000
-103.4,3269000000
-103.4,3270000000
-103.2,3271000000
-103.2,3272000000
-103.2,3273000000
-102.4,3274000000
-103.0,3275000000
-103.0,3276000000
-102.9,3277000000
-103.2,3278000000
-103.2,3279000000
-103.0,3280000000
-102.9,3281000000
-103.3,3282000000
-103.3,3283000000
-103.2,3284000000
-102.6,3285000000
-103.1,3286000000
-103.4,3287000000
-103.4,3288000000
-103.1,3289000000
-103.0,3290000000
-102.6,3291000000
-103.2,3292000000
-103.2,3293000000
-103.2,3294000000
-103.0,3295000000
-102.8,3296000000
-102.6,3297000000
-102.9,3298000000
-102.9,3299000000
-102.7,3300000000
-102.6,3301000000
-102.8,3302000000
-103.4,3303000000
-103.4,3304000000
-102.9,3305000000
-102.9,3306000000
-102.9,3307000000
-103.2,3308000000
-103.2,3309000000
-103.2,3310000000
-103.0,3311000000
-103.0,3312000000
-103.4,3313000000
-103.4,3314000000
-103.4,3315000000
-103.2,3316000000
-103.2,3317000000
-103.2,3318000000
-102.9,3319000000
-102.6,3320000000
-102.9,3321000000
-103.2,3322000000
-103.6,3323000000
-103.6,3324000000
-103.2,3325000000
-103.3,3326000000
-103.3,3327000000
-103.0,3328000000
-103.0,3329000000
-103.0,3330000000
-103.3,3331000000
-103.3,3332000000
-103.2,3333000000
-103.1,3334000000
-103.1,3335000000
-103.1,3336000000
-103.4,3337000000
-103.4,3338000000
-102.9,3339000000
-103.5,3340000000
-103.5,3341000000
-103.4,3342000000
-103.4,3343000000
-103.4,3344000000
-103.4,3345000000
-102.7,3346000000
-103.2,3347000000
-103.2,3348000000
-103.3,3349000000
-103.3,3350000000
-102.9,3351000000
-103.0,3352000000
-103.6,3353000000
-103.6,3354000000
-103.4,3355000000
-103.0,3356000000
-103.3,3357000000
-103.3,3358000000
-103.0,3359000000
-103.0,3360000000
-103.0,3361000000
-103.0,3362000000
-103.0,3363000000
-103.1,3364000000
-103.2,3365000000
-103.2,3366000000
-103.4,3367000000
-103.4,3368000000
-103.2,3369000000
-103.6,3370000000
-103.6,3371000000
-103.3,3372000000
-103.5,3373000000
-103.5,3374000000
-103.2,3375000000
-102.8,3376000000
-102.9,3377000000
-102.9,3378000000
-103.0,3379000000
-103.2,3380000000
-103.2,3381000000
-102.9,3382000000
-103.7,3383000000
-103.7,3384000000
-102.7,3385000000
-103.0,3386000000
-103.0,3387000000
-103.4,3388000000
-103.6,3389000000
-103.6,3390000000
-103.0,3391000000
-102.9,3392000000
-103.1,3393000000
-103.1,3394000000
-103.5,3395000000
-103.5,3396000000
-103.5,3397000000
-102.8,3398000000
-103.7,3399000000
-103.7,3400000000
-103.7,3401000000
-103.6,3402000000
-103.8,3659000000
-103.8,3660000000
-103.3,3661000000
-103.7,3662000000
-103.7,3663000000
-103.1,3664000000
-103.6,3665000000
-103.6,3666000000
-103.2,3667000000
-103.2,3668000000
-103.3,3669000000
-103.6,3670000000
-103.6,3671000000
-103.5,3672000000
-102.8,3673000000
-102.7,3674000000
-103.2,3675000000
-103.2,3676000000
-102.7,3677000000
-103.2,3678000000
-103.2,3679000000
-102.7,3680000000
-102.7,3681000000
-103.0,3682000000
-103.5,3683000000
-103.5,3684000000
-103.5,3685000000
-103.1,3686000000
-103.1,3687000000
-102.9,3688000000
-103.3,3689000000
-103.7,3690000000
-103.7,3691000000
-103.2,3692000000
-103.1,3693000000
-103.4,3694000000
-103.4,3695000000
-103.2,3696000000
-103.2,3697000000
-103.3,3698000000
-103.6,3699000000
-103.6,3700000000
-103.5,3701000000
-103.5,3702000000
-103.5,3703000000
-103.5,3704000000
-103.5,3705000000
-103.8,3706000000
-103.8,3707000000
-103.1,3708000000
-103.1,3709000000
-103.5,3710000000
-103.5,3711000000
-103.3,3712000000
-103.3,3713000000
-103.5,3714000000
-103.5,3715000000
-103.3,3716000000
-103.5,3717000000
-103.5,3718000000
-103.4,3719000000
-103.8,3720000000
-103.8,3721000000
-103.7,3722000000
-103.4,3723000000
-103.8,3724000000
-103.8,3725000000
-103.6,3726000000
-103.4,3727000000
-103.4,3728000000
-103.3,3729000000
-103.7,3730000000
-103.7,3731000000
-103.6,3732000000
-103.4,3733000000
-103.4,3734000000
-103.7,3735000000
-103.7,3736000000
-103.4,3737000000
-103.5,3738000000
-103.5,3739000000
-103.4,3740000000
-103.6,3741000000
-103.6,3742000000
-103.7,3743000000
-103.7,3744000000
-103.1,3745000000
-103.8,3746000000
-103.8,3747000000
-103.7,3748000000
-103.7,3749000000
-103.2,3750000000
-103.1,3751000000
-103.5,3752000000
-103.5,3753000000
-103.0,3754000000
-103.0,3755000000
-103.1,3756000000
-104.0,3757000000
-104.1,3758000000
-104.1,3759000000
-103.6,3760000000
-103.5,3761000000
-103.5,3762000000
-103.5,3763000000
-103.5,3764000000
-103.0,3765000000
-103.1,3766000000
-103.4,3767000000
-103.5,3768000000
-103.5,3769000000
-102.8,3770000000
-102.8,3771000000
-103.5,3772000000
-103.5,3773000000
-103.7,3774000000
