frequency;amplitude
3303000000;-103,7
3304000000;-103,5
3305000000;-103,3
3306000000;-103,3
3307000000;-103,8
3308000000;-103,8
3309000000;-103,3
3310000000;-103,5
3311000000;-103,5
3312000000;-103,1
3313000000;-103,1
3314000000;-102,2
3315000000;-102,9
3316000000;-102,9
3317000000;-103,4
3318000000;-103,4
3319000000;-103,3
3320000000;-103,1
3321000000;-103,1
3322000000;-103,1
3323000000;-103,1
3324000000;-103,2
3325000000;-103,2
3326000000;-103,2
3327000000;-102,9
3328000000;-103,1
3329000000;-103,1
3330000000;-103,1
3331000000;-102,8
3332000000;-102,7
3333000000;-103,5
3334000000;-103,5
3335000000;-103,6
3336000000;-103,6
3337000000;-103,1
3338000000;-102,6
3339000000;-102,8
3340000000;-102,8
3341000000;-103,0
3342000000;-103,0
3343000000;-103,4
3344000000;-103,4
3345000000;-103,3
3346000000;-103,1
3347000000;-103,6
3348000000;-103,6
3349000000;-103,3
3350000000;-103,3
3351000000;-103,2
3352000000;-103,2
3353000000;-103,4
3354000000;-103,4
3355000000;-103,3
3356000000;-103,0
3357000000;-103,0
3358000000;-103,0
3359000000;-103,0
3360000000;-103,1
3361000000;-103,1
3362000000;-103,1
3363000000;-103,2
3364000000;-103,2
3365000000;-103,4
3366000000;-103,4
3367000000;-103,2
3368000000;-102,8
3369000000;-102,6
3370000000;-102,5
3371000000;-103,0
3372000000;-103,0
3373000000;-102,9
3374000000;-103,2
3375000000;-103,2
3376000000;-103,2
3377000000;-103,2
3378000000;-103,4
3379000000;-103,4
3380000000;-102,8
3386500000;-103,4
3387500000;-103,3
3388500000;-103,2
3389500000;-103,3
3390500000;-103,4
3391500000;-103,4
3392500000;-103,3
3393500000;-103,3
3394500000;-103,6
3395500000;-103,6
3396500000;-103,2
3397500000;-103,3
3398500000;-103,3
3399500000;-103,2
3400500000;-105,6
3401500000;-105,6
3403500000;-105,2
3404500000;-105,4
3405500000;-105,9
3406500000;-105,9
3407500000;-106,1
3408500000;-106,1
3409500000;-105,4
3410500000;-105,8
3411500000;-105,8
3412500000;-105,5
3413500000;-105,5
3414500000;-105,2
3415500000;-105,2
3416500000;-106,2
3417500000;-106,2
3418500000;-105,8
3419500000;-105,8
3420500000;-105,8
3421500000;-105,3
3422500000;-106,2
3423500000;-106,2
3424500000;-106,2
3425500000;-106,2
3426500000;-105,8
3427500000;-105,7
3428500000;-105,7
3429500000;-105,5
3430500000;-105,5
3431500000;-105,1
3432500000;-105,1
3433500000;-104,8
3434500000;-105,1
3435500000;-105,5
3436500000;-105,7
3437500000;-105,7
3438500000;-105,8
3439500000;-105,8
3440500000;-105,1
3441500000;-104,8
3442500000;-105,1
3443500000;-105,1
3444500000;-104,9
3445500000;-105,5
3446500000;-105,5
3447500000;-105,7
3448500000;-105,8
3449500000;-105,8
3450500000;-105,6
3451500000;-105,6
3452500000;-105,8
3453500000;-105,8
3454500000;-105,7
3455500000;-105,4
3456500000;-105,4
3457500000;-105,6
3458500000;-105,6
3459500000;-105,7
3460500000;-105,9
3461500000;-106,1
3462500000;-106,1
3463500000;-105,0
3464500000;-105,4
3465500000;-105,4
3466500000;-105,7
3467500000;-105,7
3468500000;-105,6
3469500000;-106,0
3470500000;-106,0
3471500000;-105,0
3472500000;-105,3
3473500000;-105,4
3474500000;-105,6
3475500000;-105,6
3476500000;-105,5
3477500000;-105,4
3478500000;-105,4
3479500000;-105,4
3480500000;-105,7
3481500000;-105,7
3482500000;-105,5
3483500000;-105,7
3484500000;-105,7
3485500000;-105,1
3486500000;-105,7
3487500000;-105,8
3488500000;-105,8
3489500000;-105,3
3490500000;-105,8
3491500000;-105,8
3492500000;-105,3
3493500000;-105,4
3494500000;-105,4
3495500000;-105,7
3496500000;-105,7
3497500000;-105,2
3498500000;-105,2
3499500000;-105,8
3500500000;-105,8
3501500000;-105,4
3502500000;-103,1
3503500000;-103,0
3504500000;-102,8
3505500000;-103,2
3506500000;-103,2
3507500000;-103,2
3508500000;-103,5
3509500000;-103,5
3510500000;-102,6
3511500000;-103,0
3512500000;-103,0
3513500000;-102,5
3514500000;-103,4
3515500000;-103,4
3516500000;-103,3
3517500000;-103,2
3518500000;-103,2
3519500000;-102,9
3520500000;-103,1
3521500000;-103,1
3266500000;-103,0
3267500000;-103,0
3268500000;-103,4
3269500000;-103,5
3270500000;-103,5
3271500000;-103,1
3272500000;-102,6
3273500000;-102,7
3274500000;-102,8
3275500000;-103,2
3276500000;-103,2
3277500000;-103,3
3278500000;-103,3
3279500000;-103,3
3280500000;-103,4
3281500000;-103,4
3282500000;-103,3
3283500000;-103,4
3284500000;-103,4
3285500000;-103,1
3286500000;-103,1
3287500000;-103,5
3288500000;-103,5
3289500000;-103,0
3290500000;-103,0
3291500000;-102,6
3292500000;-102,7
3293500000;-103,0
3294500000;-103,2
3295500000;-103,6
3296500000;-103,6
3297500000;-103,3
3298500000;-103,1
3299500000;-103,0
3300500000;-103,0
3301500000;-102,8
3302500000;-103,2
3303500000;-103,2
3304500000;-102,9
3305500000;-102,9
3306500000;-103,5
3307500000;-103,5
3308500000;-102,7
3309500000;-102,8
3310500000;-102,8
3311500000;-103,1
3312500000;-103,2
3313500000;-103,5
3314500000;-103,5
3315500000;-102,9
3316500000;-102,8
3317500000;-102,8
3318500000;-102,9
3319500000;-103,2
3320500000;-103,2
3321500000;-103,1
3322500000;-103,1
3323500000;-103,1
3324500000;-102,5
3325500000;-103,2
3326500000;-103,2
3327500000;-103,2
3328500000;-103,2
3329500000;-103,2
3330500000;-103,2
3331500000;-103,2
3332500000;-102,9
3333500000;-102,9
3334500000;-103,3
3335500000;-103,3
3336500000;-103,8
3337500000;-103,8
3338500000;-102,8
3339500000;-102,8
3340500000;-102,9
3341500000;-103,3
3342500000;-103,3
3343500000;-102,4
3344500000;-102,4
3345500000;-103,0
3346500000;-103,1
3347500000;-103,4
3348500000;-103,4
3349500000;-103,2
3350500000;-102,9
3351500000;-103,1
3352500000;-103,1
3353500000;-102,7
3354500000;-102,8
3355500000;-103,0
3356500000;-103,1
3357500000;-103,1
3358500000;-102,8
3359500000;-102,7
3360500000;-103,3
3361500000;-103,4
3362500000;-103,4
3363500000;-103,2
3364500000;-103,3
3365500000;-103,3
3366500000;-103,0
3367500000;-103,3
3368500000;-103,4
3369500000;-103,4
3370500000;-102,7
3371500000;-103,0
3372500000;-103,4
3373500000;-103,4
3374500000;-102,9
3375500000;-102,9
3376500000;-102,9
3377500000;-102,9
3378500000;-103,1
3379500000;-103,1
3380500000;-103,2
3381500000;-103,2
3382500000;-103,0
3383500000;-102,9
3384500000;-102,9
3385500000;-103,2
3386500000;-103,4
3387500000;-103,4
3388500000;-103,2
3389500000;-103,2
3390500000;-103,1
3391500000;-103,1
3392500000;-103,0
3393500000;-103,0
3394500000;-103,2
3395500000;-103,2
3396500000;-102,7
3397500000;-103,0
3398500000;-103,1
3399500000;-103,1
3400500000;-103,1
3401500000;-102,8
3658500000;-103,1
3659500000;-103,1
3660500000;-103,2
3661500000;-103,2
3662500000;-103,4
3663500000;-103,4
3664500000;-103,3
3665500000;-103,1
3666500000;-103,5
3667500000;-103,5
3668500000;-103,2
3669500000;-103,5
3670500000;-103,5
3671500000;-103,2
3672500000;-103,2
3673500000;-102,6
3674500000;-102,6
3675500000;-102,6
3676500000;-103,5
3677500000;-103,5
3678500000;-103,1
3679500000;-103,5
3680500000;-103,6
3681500000;-103,6
3682500000;-103,4
3683500000;-103,4
3684500000;-103,5
3685500000;-103,5
3686500000;-103,3
3687500000;-103,3
3688500000;-102,9
3689500000;-103,6
3690500000;-103,6
3691500000;-103,6
3692500000;-103,6
3693500000;-103,6
3694500000;-103,6
3695500000;-103,6
3696500000;-103,4
3697500000;-103,0
3698500000;-103,0
3699500000;-103,1
3700500000;-103,1
3701500000;-103,6
3702500000;-103,6
3703500000;-103,0
3704500000;-103,2
3705500000;-103,4
3706500000;-103,6
3707500000;-103,8
3708500000;-103,8
3709500000;-103,6
3710500000;-103,8
3711500000;-103,8
3712500000;-103,6
3713500000;-103,2
3714500000;-103,4
3715500000;-103,4
3716500000;-103,4
3717500000;-103,4
3718500000;-103,4
3719500000;-102,7
3720500000;-103,5
3721500000;-103,6
3722500000;-103,6
3723500000;-103,6
3724500000;-103,6
3725500000;-103,6
3726500000;-103,5
3727500000;-103,4
3728500000;-103,4
3729500000;-103,2
3730500000;-103,6
3731500000;-103,6
3732500000;-103,4
3733500000;-103,9
3734500000;-103,9
3735500000;-103,6
3736500000;-103,6
3737500000;-103,7
3738500000;-103,7
3739500000;-103,7
3740500000;-103,7
3741500000;-103,6
3742500000;-103,6
3743500000;-103,6
3744500000;-103,6
3745500000;-103,5
3746500000;-103,5
3747500000;-103,3
3748500000;-103,5
3749500000;-103,6
3750500000;-104,1
3751500000;-104,1
3752500000;-103,4
3753500000;-103,6
3754500000;-103,6
3755500000;-103,5
3756500000;-102,8
3757500000;-104,1
3758500000;-104,1
3759500000;-103,8
3760500000;-103,5
3761500000;-103,7
3762500000;-103,7
3763500000;-103,6
3764500000;-103,6
3765500000;-103,6
3766500000;-103,3
3767500000;-103,5
3768500000;-103,5
3769500000;-103,8
3770500000;-103,8
3771500000;-103,7
3772500000;-103,4
3773500000;-103,4
3774500000;-104,0
3775500000;-104,0
3776500000;-103,0
3265500000;-103,7
3266500000;-103,7
3267500000;-103,2
3268500000;-103,5
3269500000;-103,5
3270500000;-103,1
3271500000;-103,1
3272500000;-103,2
3273500000;-103,2
3274500000;-103,5
3275500000;-103,5
3276500000;-103,1
3277500000;-103,0
3278500000;-103,5
3279500000;-103,6
3280500000;-103,6
3281500000;-103,1
3282500000;-103,2
3283500000;-103,2
3284500000;-103,1
3285500000;-103,7
3286500000;-103,8
3287500000;-103,8
3288500000;-103,7
3289500000;-103,7
3290500000;-103,0
3291500000;-103,3
3292500000;-103,3
3293500000;-103,2
3294500000;-103,2
3295500000;-103,3
3296500000;-103,3
3297500000;-103,1
3298500000;-103,1
3299500000;-103,2
3300500000;-103,2
3301500000;-103,0
3302500000;-103,1
3303500000;-103,2
3304500000;-103,2
3305500000;-103,2
3306500000;-103,5
3307500000;-103,5
3308500000;-103,4
3309500000;-103,4
3310500000;-103,0
3311500000;-102,9
3312500000;-103,4
3313500000;-103,4
3314500000;-103,0
3315500000;-102,9
3316500000;-102,8
3317500000;-102,8
3318500000;-103,2
3319500000;-103,2
3320500000;-102,9
3321500000;-102,9
3322500000;-102,8
3323500000;-103,0
3324500000;-103,1
3325500000;-103,1
3326500000;-102,8
3327500000;-103,4
3328500000;-103,4
3329500000;-103,0
3330500000;-103,0
3331500000;-103,1
3332500000;-103,1
3333500000;-103,0
3334500000;-103,1
3335500000;-103,2
3336500000;-103,2
3337500000;-103,0
3338500000;-103,0
3339500000;-103,1
3340500000;-103,1
3341500000;-103,2
3342500000;-103,2
3343500000;-103,4
3344500000;-103,5
3345500000;-103,5
3346500000;-103,0
3347500000;-103,1
3348500000;-103,4
3349500000;-103,4
3350500000;-103,0
3351500000;-103,5
3352500000;-103,5
3353500000;-103,1
3354500000;-103,3
3355500000;-103,3
3356500000;-103,0
3357500000;-103,0
3358500000;-103,4
3359500000;-103,4
3360500000;-102,9
3361500000;-103,0
3362500000;-103,0
3363500000;-103,0
3364500000;-103,5
3365500000;-103,5
3366500000;-103,1
3367500000;-103,4
3368500000;-103,4
3369500000;-103,3
3370500000;-103,4
3371500000;-103,7
3372500000;-103,7
3373500000;-103,1
3374500000;-103,1
3375500000;-103,2
3376500000;-103,2
3377500000;-103,1
3378500000;-103,1
3379500000;-103,0
3387000000;-102,9
3388000000;-102,8
3389000000;-102,7
3390000000;-103,1
3391000000;-103,1
3392000000;-103,6
3393000000;-103,6
3394000000;-103,1
3395000000;-103,0
3396000000;-103,3
3397000000;-103,5
3398000000;-103,5
3399000000;-103,6
3400000000;-106,2
3401000000;-106,2
3402000000;-105,5
3404000000;-105,5
3405000000;-105,6
3406000000;-105,6
3407000000;-105,4
3408000000;-105,4
3409000000;-105,2
3410000000;-105,4
3411000000;-105,4
3412000000;-105,3
3413000000;-105,6
3414000000;-105,6
3415000000;-105,8
3416000000;-105,8
3417000000;-105,8
3418000000;-105,8
3419000000;-106,2
3420000000;-106,2
3421000000;-105,7
3422000000;-105,7
3423000000;-105,2
3424000000;-105,6
3425000000;-105,6
3426000000;-105,9
3427000000;-105,9
3428000000;-105,9
3429000000;-105,9
3430000000;-105,4
3431000000;-106,0
3432000000;-106,0
3433000000;-105,1
3434000000;-104,9
3435000000;-104,9
3436000000;-105,6
3437000000;-105,6
3438000000;-105,3
3439000000;-105,2
3440000000;-105,4
3441000000;-105,5
3442000000;-105,5
3443000000;-105,1
3444000000;-106,1
3445000000;-106,1
3446000000;-105,9
3447000000;-105,7
3448000000;-105,7
3449000000;-105,7
3450000000;-105,8
3451000000;-105,8
3452000000;-105,3
3453000000;-105,8
3454000000;-105,8
3455000000;-105,6
3456000000;-105,6
3457000000;-105,6
3458000000;-105,7
3459000000;-105,7
3460000000;-105,6
3461000000;-105,5
3462000000;-105,2
3463000000;-105,8
3464000000;-105,8
3465000000;-105,8
3466000000;-105,8
3467000000;-105,5
3468000000;-105,8
3469000000;-105,9
3470000000;-105,9
3471000000;-105,3
3472000000;-105,8
3473000000;-105,8
3474000000;-106,2
3475000000;-106,2
3476000000;-105,1
3477000000;-105,1
3478000000;-105,6
3479000000;-105,6
3480000000;-106,1
3481000000;-106,1
3482000000;-105,8
3483000000;-105,8
3484000000;-105,6
3485000000;-105,1
3486000000;-105,2
3487000000;-105,4
3488000000;-105,6
3489000000;-105,9
3490000000;-105,9
3491000000;-105,8
3492000000;-105,9
3493000000;-105,9
3494000000;-105,6
3495000000;-105,7
3496000000;-105,7
3497000000;-105,3
3498000000;-105,6
3499000000;-105,6
3500000000;-105,5
3501000000;-105,5
3502000000;-103,2
3503000000;-103,1
3504000000;-103,1
3505000000;-102,9
3506000000;-103,4
3507000000;-103,4
3508000000;-103,4
3509000000;-103,2
3510000000;-103,2
3511000000;-102,8
3512000000;-102,8
3513000000;-102,7
3514000000;-103,1
3515000000;-103,1
3516000000;-103,0
3517000000;-103,6
3518000000;-103,6
3519000000;-103,2
3520000000;-103,2
3521000000;-103,2
3522000000;-103,3
3267000000;-103,3
3268000000;-103,3
3269000000;-103,3
3270000000;-103,0
3271000000;-103,0
3272000000;-102,9
3273000000;-102,8
3274000000;-102,8
3275000000;-103,3
3276000000;-103,3
3277000000;-103,5
3278000000;-103,5
3279000000;-103,3
3280000000;-103,2
3281000000;-103,2
3282000000;-103,4
3283000000;-103,4
3284000000;-103,3
3285000000;-103,3
3286000000;-102,7
3287000000;-102,9
3288000000;-102,9
3289000000;-102,9
3290000000;-102,9
3291000000;-102,8
3292000000;-103,2
3293000000;-103,2
3294000000;-102,7
3295000000;-103,0
3296000000;-103,0
3297000000;-103,2
3298000000;-103,2
3299000000;-103,6
3300000000;-103,6
3301000000;-103,3
3302000000;-103,4
3303000000;-103,4
3304000000;-103,0
3305000000;-103,2
3306000000;-103,2
3307000000;-103,0
3308000000;-103,0
3309000000;-103,1
3310000000;-103,1
3311000000;-103,0
3312000000;-102,9
3313000000;-103,2
3314000000;-103,2
3315000000;-103,1
3316000000;-103,1
3317000000;-102,9
3318000000;-102,9
3319000000;-102,8
3320000000;-102,6
3321000000;-102,7
3322000000;-103,1
3323000000;-103,1
3324000000;-102,8
3325000000;-102,7
3326000000;-102,9
3327000000;-103,0
3328000000;-103,0
3329000000;-102,9
3330000000;-103,2
3331000000;-103,3
3332000000;-103,3
3333000000;-103,6
3334000000;-103,6
3335000000;-103,2
3336000000;-102,9
3337000000;-102,9
3338000000;-102,9
3339000000;-103,1
3340000000;-103,1
3341000000;-103,0
3342000000;-103,0
3343000000;-102,9
3344000000;-103,2
3345000000;-103,2
3346000000;-103,2
3347000000;-103,2
3348000000;-103,0
3349000000;-103,0
3350000000;-102,6
3351000000;-102,8
3352000000;-103,1
3353000000;-103,3
3354000000;-103,4
3355000000;-103,4
3356000000;-103,0
3357000000;-102,9
3358000000;-103,2
3359000000;-103,2
3360000000;-103,0
3361000000;-103,0
3362000000;-103,2
3363000000;-103,2
3364000000;-103,0
3365000000;-102,8
3366000000;-103,0
3367000000;-103,6
3368000000;-103,6
3369000000;-103,0
3370000000;-103,3
3371000000;-103,3
3372000000;-103,3
3373000000;-103,4
3374000000;-103,4
3375000000;-103,2
3376000000;-103,3
3377000000;-103,5
3378000000;-103,5
3379000000;-103,5
3380000000;-103,1
3381000000;-103,1
3382000000;-103,1
3383000000;-103,3
3384000000;-103,3
3385000000;-103,1
3386000000;-103,3
3387000000;-103,3
3388000000;-102,8
3389000000;-102,5
3390000000;-102,5
3391000000;-102,5
3392000000;-102,7
3393000000;-102,7
3394000000;-102,8
3395000000;-102,9
3396000000;-103,2
3397000000;-103,2
3398000000;-102,8
3399000000;-102,7
3400000000;-103,5
3401000000;-103,5
3402000000;-103,2
3659000000;-103,5
3660000000;-103,7
3661000000;-103,7
3662000000;-103,3
3663000000;-103,2
3664000000;-103,2
3665000000;-103,1
3666000000;-103,0
3667000000;-103,2
3668000000;-103,2
3669000000;-103,1
3670000000;-103,5
3671000000;-103,5
3672000000;-103,1
3673000000;-103,1
3674000000;-103,0
3675000000;-102,5
3676000000;-103,4
3677000000;-103,6
3678000000;-103,6
3679000000;-103,2
3680000000;-103,2
3681000000;-102,9
3682000000;-102,8
3683000000;-103,3
3684000000;-103,3
3685000000;-103,3
3686000000;-103,3
3687000000;-102,8
3688000000;-103,8
3689000000;-103,8
3690000000;-102,8
3691000000;-103,1
3692000000;-103,1
3693000000;-103,0
3694000000;-103,0
3695000000;-103,0
3696000000;-103,0
3697000000;-103,0
3698000000;-103,3
3699000000;-103,3
3700000000;-103,3
3701000000;-103,6
3702000000;-103,7
3703000000;-103,7
3704000000;-103,6
3705000000;-103,6
3706000000;-103,5
3707000000;-103,5
3708000000;-103,5
3709000000;-103,1
3710000000;-103,6
3711000000;-103,6
3712000000;-103,7
3713000000;-103,8
3714000000;-103,8
3715000000;-103,3
3716000000;-103,3
3717000000;-103,6
3718000000;-103,6
3719000000;-103,8
3720000000;-103,8
3721000000;-103,9
3722000000;-103,9
3723000000;-103,6
3724000000;-103,5
3725000000;-103,5
3726000000;-103,1
3727000000;-103,2
3728000000;-103,2
3729000000;-103,2
3730000000;-103,4
3731000000;-103,9
3732000000;-103,9
3733000000;-103,6
3734000000;-102,7
3735000000;-103,7
3736000000;-103,7
3737000000;-103,0
3738000000;-103,7
3739000000;-103,7
3740000000;-103,7
3741000000;-103,7
3742000000;-103,7
3743000000;-103,7
3744000000;-103,6
3745000000;-103,5
3746000000;-103,7
3747000000;-103,7
3748000000;-103,1
3749000000;-103,1
3750000000;-103,5
3751000000;-103,5
3752000000;-103,4
3753000000;-103,3
3754000000;-103,5
3755000000;-103,8
3756000000;-103,8
3757000000;-103,7
3758000000;-103,7
3759000000;-103,8
3760000000;-103,8
3761000000;-103,7
3762000000;-103,7
3763000000;-103,3
3764000000;-103,7
3765000000;-103,7
3766000000;-103,5
3767000000;-103,5
3768000000;-103,4
3769000000;-103,4
3770000000;-103,7
3771000000;-103,7
3772000000;-103,2
3773000000;-103,2
